A,B,C,D,E,F,G,H,I,J,K,L,M,N,Z
42,"0,55921937335944",1,15,0,4,1,1,"0,24","0,2121","0,38","0,2985",5,55,60
42,"0,85144109156421",1,16,0,4,1,1,"0,24","0,2121","0,38","0,3582",2,76,78
42,"0,356107854375949",1,17,0,4,1,1,"0,2","0,1818","0,4","0,2836",4,158,162
42,"0,472787727445371",1,18,0,4,1,1,"0,2","0,1818","0,4","0,3284",3,141,144
42,"0,281295968214374",1,19,0,4,1,1,"0,16","0,1515","0,47","0,2537",1,98,99
42,"0,409511124207797",1,20,0,4,1,1,"0,16","0,1515","0,47","0,2239",0,64,64
42,"0,00670788417181111",1,21,0,4,1,1,"0,14","0,1212","0,46","0,2985",0,40,40
42,"0,910887467962518",1,22,0,4,1,1,"0,14","0,1212","0,46","0,3284",0,30,30
42,"0,71640465903077",1,23,0,4,1,1,"0,12","0,1364","0,5","0,194",1,14,15
42,"0,948505285903519",1,0,0,5,1,1,"0,12","0,1364","0,5","0,194",0,14,14
42,"0,00532524536954925",1,1,0,5,1,1,"0,1","0,1212","0,54","0,1642",0,5,5
42,"0,139467992656794",1,2,0,5,1,1,"0,1","0,1212","0,54","0,1343",0,1,1
42,"0,0154484004200479",1,3,0,5,1,1,"0,1","0,1364","0,54","0,1045",0,1,1
42,"0,900503012257842",1,5,0,5,1,1,"0,1","0,1364","0,54","0,0896",0,8,8
42,"0,758312214853142",1,6,0,5,1,1,"0,1","0,1818","0,54",0,0,17,17
42,"0,925048486955316",1,7,0,5,1,1,"0,1","0,1212","0,74","0,1642",0,70,70
42,"0,734641472544181",1,8,0,5,1,1,"0,12","0,1667","0,68",0,2,156,158
42,"0,227236840409944",1,9,0,5,1,1,"0,14","0,1515","0,69","0,1343",0,117,117
42,"0,553890953873826",1,10,0,5,1,1,"0,18","0,1818","0,55","0,194",4,40,44
42,"0,623301963407214",1,11,0,5,1,1,"0,18","0,1667","0,51","0,2836",6,47,53
42,"0,497460189373183",1,12,0,5,1,1,"0,2","0,197","0,44","0,2537",2,59,61
42,"0,899438934027418",1,13,0,5,1,1,"0,22","0,197","0,37","0,3881",4,73,77
42,"0,288624586335224",1,14,0,5,1,1,"0,22","0,2121","0,41","0,2836",5,59,64
42,"0,960276455577328",1,15,0,5,1,1,"0,24","0,2424","0,38","0,1642",9,59,68
42,"0,890970330632242",1,16,0,5,1,1,"0,22","0,2424","0,41","0,1045",3,87,90
42,"0,630367681346765",1,17,0,5,1,1,"0,22","0,2273","0,41","0,1642",4,155,159
42,"0,929858572248662",1,18,0,5,1,1,"0,2","0,2576","0,47",0,5,134,139
42,"0,712318275337158",1,19,0,5,1,1,"0,16","0,197","0,59","0,0896",3,89,92
42,"0,732052086562853",1,20,0,5,1,1,"0,18","0,2424","0,59",0,0,68,68
42,"0,523889170817052",1,21,0,5,1,1,"0,16","0,2273","0,69",0,4,48,52
42,"0,112643421574064",1,22,0,5,1,2,"0,16","0,2273","0,69",0,2,34,36
42,"0,813930797488579",1,23,0,5,1,2,"0,18","0,2424","0,55",0,1,26,27
42,"0,668868418994098",1,0,0,6,0,1,"0,18","0,2424","0,55",0,3,25,28
42,"0,0528011212172906",1,1,0,6,0,2,"0,16","0,197","0,59","0,0896",2,18,20
42,"0,818694660016656",1,2,0,6,0,2,"0,16","0,197","0,59","0,0896",0,12,12
42,"0,913806039057982",1,3,0,6,0,2,"0,16","0,2273","0,59",0,1,7,8
42,"0,52972601260864",1,4,0,6,0,2,"0,16","0,2273","0,59",0,0,5,5
42,"0,863137129051674",1,5,0,6,0,1,"0,16","0,2273","0,59",0,0,1,1
42,"0,80979536388511",1,6,0,6,0,1,"0,14","0,1667","0,63","0,1045",1,2,3
42,"0,175974267055529",1,7,0,6,0,1,"0,14","0,2121","0,63",0,1,9,10
42,"0,604294185922398",1,8,0,6,0,1,"0,14","0,1515","0,63","0,1343",1,22,23
42,"0,159218017230983",1,9,0,6,0,1,"0,16","0,1818","0,64","0,1343",2,31,33
42,"0,0990265807535305",1,10,0,6,0,1,"0,18","0,197","0,59","0,1642",2,57,59
42,"0,622096842925779",1,11,0,6,0,1,"0,2","0,197","0,55","0,2239",18,54,72
42,"0,501151669183013",1,12,0,6,0,1,"0,24","0,2273","0,48","0,2239",15,74,89
42,"0,13406486496198",1,13,0,6,0,1,"0,28","0,2576","0,38","0,2985",21,80,101
42,"0,418740186847247",1,14,0,6,0,1,"0,3","0,2879","0,39","0,2836",26,92,118
42,"0,942363745754482",1,15,0,6,0,2,"0,32","0,3182","0,36","0,194",21,108,129
42,"0,369198105145256",1,16,0,6,0,2,"0,34","0,3333","0,34","0,194",33,95,128
42,"0,0681189997313529",1,17,0,6,0,2,"0,32","0,303","0,36","0,2836",29,54,83
42,"0,210121615222925",1,18,0,6,0,2,"0,3","0,2879","0,45","0,2537",15,69,84
42,"0,697684824204716",1,19,0,6,0,2,"0,32","0,303","0,39","0,2537",14,60,74
42,"0,0872202614764478",1,20,0,6,0,2,"0,32","0,303","0,39","0,2537",6,35,41
42,"0,261553122855682",1,21,0,6,0,2,"0,32","0,303","0,39","0,2239",6,51,57
42,"0,394169664862013",1,22,0,6,0,2,"0,3","0,3182","0,42","0,1045",0,26,26
42,"0,0408322760183477",1,23,0,6,0,1,"0,3","0,2879","0,45","0,2836",5,39,44
42,"0,426186860349316",1,0,0,0,0,1,"0,26","0,303","0,56",0,6,33,39
42,"0,762139024479594",1,1,0,0,0,1,"0,26","0,2727","0,56","0,1343",4,19,23
42,"0,0910802948413644",1,2,0,0,0,1,"0,26","0,2879","0,56","0,0896",3,13,16
42,"0,70779487225054",1,3,0,0,0,1,"0,22","0,2727","0,69",0,9,6,15
42,"0,381582193789837",1,4,0,0,0,1,"0,26","0,2576","0,56","0,1642",0,1,1
42,"0,827471050890666",1,5,0,0,0,2,"0,26","0,2576","0,56","0,1642",1,1,2
42,"0,879837595648998",1,6,0,0,0,2,"0,26","0,2576","0,56","0,1642",0,1,1
42,"0,444822250893003",1,7,0,0,0,2,"0,24","0,2121","0,56","0,2985",0,3,3
42,"0,288899741188222",1,8,0,0,0,1,"0,22","0,2121","0,55","0,2836",0,18,18
42,"0,779117123915067",1,9,0,0,0,1,"0,22","0,2121","0,51","0,2537",3,29,32
42,"0,491870774445569",1,10,0,0,0,1,"0,22","0,2121","0,51","0,2836",8,71,79
42,"0,884191875805838",1,11,0,0,0,1,"0,24","0,2273","0,44","0,2537",23,70,93
42,"0,464576417034009",1,12,0,0,0,1,"0,24","0,2121","0,41","0,2836",29,75,104
42,"0,462850419486304",1,13,0,0,0,1,"0,26","0,2273","0,35","0,2985",23,95,118
42,"0,411579464506414",1,14,0,0,0,1,"0,28","0,2727","0,36","0,2537",22,69,91
42,"0,838176349480905",1,15,0,0,0,1,"0,26","0,2424","0,38","0,2537",35,78,113
42,"0,201537765791497",1,16,0,0,0,1,"0,24","0,2273","0,38","0,2239",22,77,99
42,"0,418781410893384",1,17,0,0,0,1,"0,22","0,2121","0,37","0,2537",23,82,105
42,"0,703125647188047",1,18,0,0,0,1,"0,2","0,2121","0,4","0,1642",11,56,67
42,"0,248288241845179",1,19,0,0,0,1,"0,18","0,197","0,47","0,1343",14,47,61
42,"0,535116864887024",1,20,0,0,0,1,"0,18","0,197","0,47","0,1642",7,50,57
42,"0,736833146053474",1,21,0,0,0,1,"0,18","0,197","0,51","0,1642",6,22,28
42,"0,479034877572174",1,22,0,0,0,2,"0,2","0,2121","0,49","0,1343",2,19,21
42,"0,240801870444774",1,23,0,0,0,2,"0,2","0,2273","0,4","0,1045",0,18,18
42,"0,276639167191166",1,0,1,1,0,2,"0,2","0,197","0,47","0,2239",1,16,17
42,"0,747907193685025",1,1,1,1,0,2,"0,2","0,197","0,44","0,194",1,15,16
42,"0,476151138430429",1,2,1,1,0,2,"0,18","0,1667","0,43","0,2537",0,8,8
42,"0,870563796084065",1,3,1,1,0,2,"0,18","0,1818","0,43","0,194",0,2,2
42,"0,51333098179839",1,4,1,1,0,2,"0,18","0,197","0,43","0,1343",1,2,3
42,"0,895860150141548",1,5,1,1,0,2,"0,18","0,197","0,43","0,1642",0,1,1
42,"0,802561542044725",1,6,1,1,0,2,"0,18","0,1818","0,43","0,194",0,5,5
42,"0,325501746585475",1,7,1,1,0,2,"0,16","0,1818","0,5","0,1343",4,9,13
42,"0,6135858026577",1,8,1,1,0,2,"0,16","0,1515","0,47","0,2239",3,30,33
42,"0,122122285638105",1,9,1,1,0,2,"0,16","0,1515","0,47","0,2239",8,39,47
42,"0,278693328794286",1,10,1,1,0,2,"0,16","0,1515","0,5","0,2537",7,50,57
42,"0,0797101224964496",1,11,1,1,0,2,"0,16","0,1515","0,55","0,194",9,55,64
42,"0,585199374200705",1,12,1,1,0,2,"0,18","0,197","0,47","0,1343",10,70,80
42,"0,689797010135143",1,13,1,1,0,2,"0,18","0,197","0,47","0,1343",13,80,93
42,"0,229953060927798",1,14,1,1,0,2,"0,18","0,2121","0,43","0,1045",12,74,86
42,"0,00567780632279295",1,15,1,1,0,2,"0,2","0,2121","0,47","0,1642",21,72,93
42,"0,887197709033303",1,16,1,1,0,2,"0,2","0,2121","0,47","0,1642",6,76,82
42,"0,599829212640784",1,17,1,1,0,1,"0,2","0,197","0,51","0,194",4,67,71
42,"0,955389799290728",1,18,1,1,0,2,"0,18","0,1667","0,55","0,2537",7,85,92
42,"0,0703467002549305",1,19,1,1,0,3,"0,18","0,1818","0,59","0,194",2,58,60
42,"0,480936242208634",1,20,1,1,0,3,"0,16","0,1515","0,8","0,194",4,29,33
42,"0,778940280909016",1,21,1,1,0,3,"0,16","0,1515","0,8","0,194",3,24,27
42,"0,302877837000827",1,22,1,1,0,3,"0,14","0,1212","0,93","0,2537",0,13,13
42,"0,469310231167408",1,23,1,1,0,3,"0,16","0,1364","0,86","0,2836",1,3,4
42,"0,809250631196783",1,12,0,2,1,2,"0,2","0,1818","0,86","0,3284",0,3,3
42,"0,442386741357745",1,13,0,2,1,2,"0,2","0,197","0,86","0,2239",0,22,22
42,"0,883860628035225",1,14,0,2,1,2,"0,22","0,2273","0,8","0,1642",2,26,28
42,"0,429090810802412",1,15,0,2,1,2,"0,22","0,2273","0,87","0,1642",3,32,35
42,"0,978332833169511",1,16,0,2,1,2,"0,22","0,2273","0,87","0,194",0,61,61
42,"0,014130899568894",1,17,0,2,1,2,"0,22","0,2273","0,82","0,194",1,124,125
42,"0,800328040070825",1,18,0,2,1,2,"0,22","0,2273","0,8","0,1642",1,132,133
42,"0,574276901046871",1,19,0,2,1,2,"0,22","0,2273","0,8","0,1343",1,98,99
42,"0,990098567210415",1,20,0,2,1,2,"0,22","0,2727","0,87",0,0,83,83
42,"0,34264357918774",1,21,0,2,1,2,"0,22","0,2424","0,93","0,1045",0,41,41
42,"0,793888964572707",1,22,0,2,1,2,"0,22","0,2576","0,93","0,0896",0,33,33
42,"0,295253495127042",1,23,0,2,1,2,"0,22","0,2727","0,93",0,1,19,20
42,"0,943890787774541",1,0,0,3,1,2,"0,22","0,2727","0,93",0,0,3,3
42,"0,0485912998116729",1,1,0,3,1,3,"0,22","0,2273","0,93","0,1343",1,6,7
42,"0,034934675331028",1,2,0,3,1,3,"0,22","0,2273","0,93","0,1343",0,3,3
42,"0,280471030216865",1,4,0,3,1,3,"0,22","0,2273","0,93","0,1343",1,1,2
42,"0,815672429071361",1,5,0,3,1,2,"0,22","0,2576","0,93","0,0896",0,7,7
42,"0,163128488762902",1,6,0,3,1,2,"0,22","0,2576","0,93","0,0896",0,32,32
42,"0,913096448146476",1,7,0,3,1,2,"0,24","0,2576","0,92","0,1045",1,89,90
42,"0,57919222434234",1,8,0,3,1,2,"0,24","0,2576","0,93","0,1045",1,196,197
42,"0,276076316271149",1,9,0,3,1,2,"0,24","0,2576","0,93","0,1045",2,107,109
42,"0,40278623496024",1,10,0,3,1,2,"0,26","0,2727","0,93","0,1343",1,46,47
42,"0,0277021033064184",1,11,0,3,1,2,"0,28","0,303","0,87","0,0896",5,47,52
42,"0,494764131592753",1,12,0,3,1,2,"0,3","0,3182","0,81","0,0896",5,65,70
42,"0,710531347122918",1,13,0,3,1,1,"0,4","0,4091","0,62","0,2836",11,67,78
42,"0,0936064868066192",1,14,0,3,1,1,"0,4","0,4091","0,58","0,2537",7,68,75
42,"0,942402894384431",1,15,0,3,1,1,"0,4","0,4091","0,54","0,2836",4,78,82
42,"0,752270530519265",1,16,0,3,1,1,"0,38","0,3939","0,58","0,3881",10,94,104
42,"0,160719268115059",1,17,0,3,1,1,"0,36","0,3333","0,57","0,3284",7,190,197
42,"0,885594855920333",1,18,0,3,1,1,"0,34","0,3182","0,61","0,2836",5,156,161
42,"0,675687116598584",1,19,0,3,1,1,"0,32","0,2879","0,57","0,4179",4,108,112
42,"0,0604807625375163",1,20,0,3,1,1,"0,32","0,303","0,49","0,2985",2,74,76
42,"0,855631404871293",1,21,0,3,1,1,"0,32","0,2879","0,49","0,4179",4,55,59
42,"0,556587904928208",1,22,0,3,1,1,"0,3","0,303","0,52","0,1642",6,53,59
42,"0,746132326579553",1,23,0,3,1,1,"0,3","0,2727","0,52","0,4627",1,27,28
42,"0,374328048596296",1,0,0,4,1,1,"0,26","0,2273","0,56","0,3881",5,8,13
42,"0,869038138703435",1,1,0,4,1,1,"0,26","0,2727","0,56",0,2,3,5
42,"0,838521554313314",1,2,0,4,1,1,"0,26","0,2727","0,56",0,0,2,2
42,"0,562780124046444",1,3,0,4,1,1,"0,26","0,2576","0,56","0,1642",0,1,1
42,"0,480328429692086",1,4,0,4,1,1,"0,26","0,2576","0,56","0,1642",0,1,1
42,"0,905870110121593",1,5,0,4,1,1,"0,24","0,2273","0,6","0,2239",0,6,6
42,"0,490565113132751",1,6,0,4,1,1,"0,22","0,2121","0,6","0,2239",0,35,35
42,"0,0522238349895179",1,7,0,4,1,1,"0,22","0,2121","0,55","0,2239",1,100,101
42,"0,84034111143438",1,8,0,4,1,1,"0,22","0,2121","0,55","0,2836",2,247,249
42,"0,48120312215977",1,9,0,4,1,2,"0,24","0,2273","0,52","0,2239",3,140,143
42,"0,709679782863747",1,10,0,4,1,1,"0,26","0,2273","0,48","0,2985",1,56,57
42,"0,96760873999626",1,11,0,4,1,2,"0,28","0,2727","0,45","0,1642",5,63,68
42,"0,506323309901992",1,12,0,4,1,2,"0,3","0,3333","0,42",0,7,77,84
42,"0,147928426596089",1,13,0,4,1,2,"0,28","0,2879","0,45","0,1045",12,86,98
42,"0,0111860568271033",1,14,0,4,1,2,"0,3","0,303","0,45","0,1343",6,75,81
42,"0,0646721641251893",1,15,0,4,1,2,"0,32","0,3182","0,45","0,194",8,62,70
42,"0,293528112750082",1,16,0,4,1,2,"0,3","0,303","0,49","0,1343",8,83,91
42,"0,245020905294781",1,17,0,4,1,2,"0,3","0,3182","0,49","0,1045",8,207,215
42,"0,287600922164797",1,18,0,4,1,2,"0,26","0,2576","0,56","0,194",1,184,185
42,"0,538777244565427",1,19,0,4,1,1,"0,26","0,2273","0,56","0,3284",6,146,152
42,"0,664680598061576",1,20,0,4,1,2,"0,26","0,2424","0,6","0,2836",2,124,126
42,"0,241230551864812",1,21,0,4,1,2,"0,24","0,2273","0,6","0,2537",3,54,57
42,"0,835042300094511",1,22,0,4,1,2,"0,24","0,2121","0,65","0,2836",0,56,56
42,"0,490014966350966",1,23,0,4,1,2,"0,24","0,2121","0,65","0,3284",3,28,31
42,"0,288843295843145",1,0,0,5,1,2,"0,24","0,2273","0,7","0,2537",1,20,21
42,"0,192633274309344",1,1,0,5,1,2,"0,24","0,2273","0,7","0,2537",0,6,6
42,"0,052760525601003",1,2,0,5,1,3,"0,24","0,2424","0,75","0,1642",0,2,2
42,"0,230306943384734",1,3,0,5,1,3,"0,22","0,2121","0,8","0,2985",0,1,1
42,"0,55806720786214",1,4,0,5,1,2,"0,22","0,2576","0,87","0,0896",0,1,1
42,"0,92227297776385",1,5,0,5,1,1,"0,24","0,197","0,6","0,4179",1,4,5
42,"0,573417654729548",1,6,0,5,1,1,"0,22","0,2121","0,55","0,2537",0,27,27
42,"0,419885018574493",1,7,0,5,1,1,"0,2","0,1818","0,51","0,2836",2,66,68
42,"0,180452749875855",1,8,0,5,1,1,"0,2","0,1818","0,47","0,3284",7,210,217
42,"0,0302346276001006",1,9,0,5,1,1,"0,2","0,1818","0,51","0,3582",7,159,166
42,"0,188639460276086",1,10,0,5,1,1,"0,2","0,1667","0,47","0,4627",6,57,63
42,"0,151615750469346",1,11,0,5,1,1,"0,22","0,1818","0,41","0,4627",6,53,59
42,"0,525383981287965",1,12,0,5,1,1,"0,22","0,1818","0,27","0,5821",11,67,78
42,"0,0149798411541616",1,13,0,5,1,1,"0,2","0,1515","0,21","0,5821",8,65,73
42,"0,450286112544423",1,14,0,5,1,1,"0,2","0,1515","0,25","0,5224",6,56,62
42,"0,296730299466411",1,15,0,5,1,1,"0,16","0,1212","0,26","0,4478",4,61,65
42,"0,04665895693023",1,16,0,5,1,1,"0,16","0,1364","0,26","0,3582",0,97,97
42,"0,90656047477629",1,17,0,5,1,1,"0,14","0,1212","0,28","0,3582",10,151,161
42,"0,0591672205502602",1,18,0,5,1,1,"0,12","0,1212","0,3","0,2537",1,119,120
42,"0,0266604057384096",1,19,0,5,1,1,"0,12","0,1061","0,3","0,3284",3,93,96
42,"0,0391092993811232",1,20,0,5,1,1,"0,1","0,0758","0,33","0,4179",1,52,53
42,"0,196614333814037",1,21,0,5,1,1,"0,08","0,0758","0,38","0,2836",0,41,41
42,"0,483411846197267",1,22,0,5,1,1,"0,06","0,0303","0,41","0,3881",1,33,34
42,"0,876035143148255",1,23,0,5,1,1,"0,06","0,0455","0,38","0,3284",0,27,27
42,"0,643135480762926",1,0,0,6,0,1,"0,04","0,0303","0,45","0,2537",0,13,13
42,"0,868519884631737",1,1,0,6,0,2,"0,04",0,"0,41","0,3881",3,9,12
42,"0,392234521404872",1,2,0,6,0,2,"0,04","0,0303","0,41","0,2537",0,11,11
42,"0,635543998423808",1,3,0,6,0,2,"0,04","0,0303","0,41","0,2836",1,6,7
42,"0,222352099528033",1,4,0,6,0,2,"0,02","0,0152","0,48","0,2985",0,3,3
42,"0,754752339980044",1,6,0,6,0,2,"0,02","0,0303","0,44","0,2239",0,2,2
42,"0,817707006716654",1,7,0,6,0,1,"0,02","0,0152","0,44","0,2836",0,8,8
42,"0,915883482329921",1,8,0,6,0,1,"0,02",0,"0,44","0,3284",1,26,27
42,"0,0306322844175813",1,9,0,6,0,1,"0,04","0,0303","0,41","0,2537",3,37,40
42,"0,663448387254404",1,10,0,6,0,2,"0,04","0,0606","0,41","0,1642",3,50,53
42,"0,246440505667636",1,11,0,6,0,2,"0,06","0,0758","0,38","0,1343",4,59,63
42,"0,188015040225434",1,12,0,6,0,2,"0,06","0,1061","0,38","0,1045",10,60,70
42,"0,155571131175737",1,13,0,6,0,1,"0,08","0,1667","0,35",0,12,72,84
42,"0,0640112754676152",1,14,0,6,0,1,"0,1","0,1364","0,33","0,1045",11,64,75
42,"0,496619516106084",1,15,0,6,0,1,"0,12","0,1515","0,28",0,10,93,103
42,"0,524686549008537",1,16,0,6,0,1,"0,12","0,1364","0,28","0,194",11,72,83
42,"0,199250798182206",1,17,0,6,0,1,"0,12","0,197","0,28",0,8,59,67
42,"0,538888808400728",1,18,0,6,0,1,"0,08","0,0909","0,35","0,194",0,54,54
42,"0,131064766251444",1,19,0,6,0,1,"0,08","0,1061","0,35","0,1343",6,53,59
42,"0,647345766120962",1,20,0,6,0,1,"0,06","0,0758","0,45","0,1642",1,44,45
42,"0,45643891483876",1,21,0,6,0,1,"0,06","0,1061","0,41","0,0896",0,39,39
42,"0,882987313218968",1,22,0,6,0,1,"0,06","0,1515","0,49",0,7,23,30
42,"0,210295146476318",1,23,0,6,0,1,"0,04","0,0758","0,57","0,1045",2,31,33
42,"0,425479864031575",1,0,0,0,0,1,"0,04","0,0758","0,57","0,1045",2,20,22
42,"0,608839711364562",1,1,0,0,0,1,"0,04","0,0758","0,57","0,1045",1,12,13
42,"0,698780152433783",1,2,0,0,0,1,"0,02","0,0606","0,62","0,1343",3,15,18
42,"0,919637478932998",1,3,0,0,0,1,"0,02","0,0606","0,62","0,1343",1,4,5
42,"0,310783945349981",1,5,0,0,0,2,"0,04","0,0758","0,57","0,1045",0,3,3
42,"0,785700493890797",1,6,0,0,0,2,"0,04","0,0758","0,57","0,1045",0,1,1
42,"0,454515780623737",1,7,0,0,0,1,"0,08","0,1061","0,58","0,1642",1,1,2
42,"0,00372004903981997",1,8,0,0,0,1,"0,06","0,0758","0,62","0,1642",2,17,19
42,"0,176530565192954",1,9,0,0,0,1,"0,1","0,0758","0,54","0,3582",3,25,28
42,"0,661880128589966",1,10,0,0,0,1,"0,14","0,1061","0,46","0,3881",7,51,58
42,"0,911217196306258",1,11,0,0,0,1,"0,14","0,1364","0,43","0,2239",22,77,99
42,"0,106015667863695",1,12,0,0,0,1,"0,16","0,1212","0,37","0,4627",24,92,116
42,"0,333606579662904",1,13,0,0,0,1,"0,14","0,1061","0,33","0,3881",12,75,87
42,"0,948620952708323",1,14,0,0,0,1,"0,16","0,1364","0,28","0,3582",17,93,110
42,"0,187608341834313",1,15,0,0,0,1,"0,16","0,1364","0,28","0,3582",13,64,77
42,"0,165460966590186",1,16,0,0,0,1,"0,16","0,1364","0,26","0,3284",9,56,65
42,"0,980620677200801",1,17,0,0,0,1,"0,14","0,1061","0,26","0,3881",5,50,55
42,"0,587371765249853",1,18,0,0,0,1,"0,12","0,1212","0,3","0,2537",5,44,49
42,"0,0118532171856184",1,19,0,0,0,1,"0,12","0,1212","0,3","0,2836",5,45,50
42,"0,721365213368905",1,20,0,0,0,1,"0,1","0,1061","0,36","0,2537",4,31,35
42,"0,211922677800676",1,21,0,0,0,1,"0,1","0,1061","0,36","0,194",5,20,25
42,"0,645754896033084",1,22,0,0,0,1,"0,08","0,0909","0,38","0,194",5,23,28
42,"0,26778719270911",1,23,0,0,0,1,"0,06","0,0606","0,41","0,2239",4,17,21
42,"0,848055173076248",1,0,0,1,1,1,"0,06","0,0606","0,41","0,194",0,7,7
42,"0,386975244778759",1,1,0,1,1,1,"0,04","0,0455","0,45","0,194",0,1,1
42,"0,975731538855143",1,3,0,1,1,1,"0,04","0,0303","0,45","0,2537",0,1,1
42,"0,0196196072149533",1,4,0,1,1,1,"0,02","0,0606","0,48","0,1343",0,1,1
42,"0,247088615087418",1,5,0,1,1,1,"0,02","0,0606","0,48","0,1343",0,5,5
42,"0,231745815670334",1,6,0,1,1,1,"0,02","0,0758","0,48","0,0896",0,15,15
42,"0,398890622889395",1,7,0,1,1,1,"0,02","0,1212","0,48",0,5,79,84
42,"0,31440142826912",1,8,0,1,1,1,"0,04","0,1364","0,49",0,6,171,177
42,"0,939123781999833",1,9,0,1,1,1,"0,06","0,1515","0,41",0,4,98,102
42,"0,513051092417275",1,10,0,1,1,1,"0,1","0,1364","0,42",0,6,34,40
42,"0,199036828017346",1,11,0,1,1,1,"0,1","0,1212","0,46","0,1343",3,43,46
42,"0,637616686034402",1,12,0,1,1,2,"0,12","0,1364","0,42","0,194",11,52,63
42,"0,202685587509887",1,13,0,1,1,2,"0,14","0,1364","0,43","0,2239",6,54,60
42,"0,945420604845592",1,14,0,1,1,2,"0,14","0,1364","0,46","0,2239",2,43,45
42,"0,984408311654875",1,15,0,1,1,1,"0,16","0,1667","0,4","0,1642",7,50,57
42,"0,958661789806751",1,16,0,1,1,1,"0,16","0,1515","0,47","0,2537",4,66,70
42,"0,0870323592853717",1,17,0,1,1,1,"0,14","0,1212","0,5","0,2537",6,178,184
42,"0,208576474124293",1,18,0,1,1,1,"0,14","0,1364","0,59","0,194",8,145,153
42,"0,0657666563309028",1,19,0,1,1,1,"0,14","0,1515","0,54","0,1642",5,101,106
42,"0,0468892265282674",1,20,0,1,1,1,"0,14","0,1364","0,59","0,194",1,80,81
42,"0,749937045905813",1,21,0,1,1,1,"0,14","0,1515","0,63","0,1642",6,53,59
42,"0,91145811731341",1,22,0,1,1,2,"0,14","0,1364","0,63","0,2239",3,32,35
42,"0,513488026613326",1,23,0,1,1,2,"0,16","0,1515","0,64","0,2537",3,21,24
42,"0,901684023435144",1,0,0,2,1,2,"0,16","0,1364","0,69","0,2836",3,6,9
42,"0,913273398929574",1,1,0,2,1,2,"0,16","0,1667","0,69","0,1642",0,5,5
42,"0,918046954358475",1,2,0,2,1,1,"0,16","0,1515","0,69","0,2239",0,2,2
42,"0,325923318326449",1,4,0,2,1,1,"0,14","0,1667","0,74","0,1045",0,1,1
42,"0,521531232289521",1,5,0,2,1,1,"0,14","0,1364","0,74","0,2239",0,9,9
42,"0,170321203007495",1,6,0,2,1,1,"0,16","0,1818","0,74","0,1045",1,35,36
42,"0,0183374089523835",1,7,0,2,1,1,"0,16","0,1515","0,74","0,2239",5,103,108
42,"0,952493185559989",1,8,0,2,1,2,"0,16","0,1818","0,74","0,1343",5,233,238
42,"0,762249752844198",1,9,0,2,1,2,"0,2","0,2273","0,64","0,0896",10,134,144
42,"0,812640512139808",1,10,0,2,1,2,"0,22","0,2424","0,6","0,1045",6,49,55
42,"0,521260702180527",1,11,0,2,1,2,"0,24","0,2424","0,6","0,1343",6,55,61
42,"0,892868520612118",1,12,0,2,1,2,"0,26","0,2879","0,56","0,0896",21,85,106
42,"0,889141811591544",1,13,0,2,1,2,"0,26","0,2727","0,56","0,1343",21,72,93
42,"0,379452985329037",1,14,0,2,1,2,"0,3","0,3333","0,45",0,11,57,68
42,"0,671820849180518",1,15,0,2,1,2,"0,32","0,3485","0,42",0,21,63,84
42,"0,381837813108769",1,16,0,2,1,2,"0,32","0,3485","0,42",0,14,102,116
42,"0,43008627160888",1,17,0,2,1,1,"0,3","0,3333","0,45",0,14,208,222
42,"0,243490035811151",1,18,0,2,1,2,"0,3","0,3182","0,49","0,0896",7,218,225
42,"0,26581613631408",1,19,0,2,1,2,"0,26","0,2576","0,65","0,1642",13,133,146
42,"0,441745003357451",1,20,0,2,1,1,"0,24","0,2273","0,65","0,194",16,103,119
42,"0,874459508448659",1,21,0,2,1,1,"0,24","0,2273","0,65","0,194",5,40,45
42,"0,153582051472476",1,22,0,2,1,1,"0,22","0,2273","0,64","0,1642",4,49,53
42,"0,517547738550114",1,23,0,2,1,2,"0,22","0,2273","0,64","0,1642",3,37,40
42,"0,585930361196815",1,0,0,3,1,2,"0,22","0,2273","0,69","0,1343",3,14,17
42,"0,0661397407355613",1,1,0,3,1,2,"0,24","0,2424","0,65","0,1343",0,5,5
42,"0,470798508514086",1,2,0,3,1,3,"0,22","0,2273","0,69","0,194",3,7,10
42,"0,551691561367457",1,5,0,3,1,3,"0,2","0,1818","0,86","0,2836",0,1,1
42,"0,819152649307085",1,6,0,3,1,3,"0,2","0,1818","0,86","0,2836",0,8,8
42,"0,871589753358762",1,7,0,3,1,3,"0,22","0,2121","0,87","0,2985",1,29,30
42,"0,111461753074445",1,8,0,3,1,3,"0,22","0,2121","0,87","0,2985",3,69,72
42,"0,797902616584072",1,9,0,3,1,3,"0,22","0,2121","0,87","0,2985",3,55,58
42,"0,811431122381601",1,10,0,3,1,3,"0,22","0,2121","0,93","0,2836",2,26,28
42,"0,101578399225185",1,11,0,3,1,3,"0,22","0,197","0,93","0,3284",6,35,41
42,"0,941650755725882",1,12,0,3,1,3,"0,22","0,197","0,93","0,3284",7,41,48
42,"0,419423059387462",1,13,0,3,1,3,"0,22","0,197","0,93","0,3284",4,43,47
42,"0,763526906289264",1,14,0,3,1,3,"0,22","0,197","0,93","0,3582",0,36,36
42,"0,463351447208605",1,15,0,3,1,3,"0,22","0,1818","0,93","0,4627",1,42,43
